Situation;Nivel;Number;Imports;Changed_files;Changes;Deletion;Aditions;Size_body;Create_date;Closed_date;Merge_date;Diff_MergeLastModify;Diff_CreateNow;PR_comments;PR_size_comments;Review_comments;Review_size_comments;Issue_comments;Issue_size_comments;Qtd_labels_pr;Qtd_labels_issue;Commits
Closed;Easy;19997;0;1;2;0;2;666;2021-10-18 13:36:00;2021-10-26 22:50:56;2021-10-26 22:50:56;29 days 08:13:10;44 days 07:38:39.615860;4;0;0;0;4;1453;1;6;1
Closed;Easy;19996;0;4;441;0;441;611;2021-10-18 12:06:57;2021-10-22 20:40:45;2021-10-22 20:40:45;39 days 22:55:40;44 days 09:07:46.423848;10;2085;11;2085;9;4142;3;5;1
Closed;Easy;19991;0;1;9;4;5;514;2021-10-17 19:05:08;2021-10-19 19:23:16;2021-10-19 19:23:16;35 days 21:34:18;45 days 02:09:38.138249;7;0;0;0;7;1296;1;5;1
Closed;Easy;19972;0;5;25;6;19;1100;2021-10-15 11:09:36;2021-10-15 11:43:50;;;47 days 10:05:13.055508;0;0;0;0;0;0;1;4;1
Closed;Easy;19949;1;2;21;0;21;541;2021-10-12 00:30:08;2021-10-16 00:17:36;2021-10-16 00:17:36;45 days 21:38:32;50 days 20:44:44.015425;7;447;3;447;6;4765;4;6;1
Closed;Easy;19945;0;1;1;0;1;273;2021-10-11 14:24:11;2021-10-11 16:06:00;2021-10-11 16:06:00;51 days 00:32:44;51 days 06:50:43.835365;2;0;0;0;2;658;1;5;1
Closed;Easy;19928;1;1;4;1;3;510;2021-10-07 14:33:20;2021-10-07 16:24:20;2021-10-07 16:24:19;9 days 14:08:31;55 days 06:41:37.009812;2;0;0;0;1;57;4;5;1
Closed;Easy;19834;0;2;5;2;3;466;2021-09-24 14:06:30;2021-09-27 15:29:00;;;68 days 07:08:29.536476;12;0;0;0;12;3109;1;4;1
Closed;Easy;19818;0;1;4;0;4;276;2021-09-23 09:44:24;2021-09-27 17:42:09;2021-09-27 17:42:09;54 days 21:33:59;69 days 11:30:39.138105;5;883;10;883;5;678;1;3;1
Closed;Easy;19805;1;2;13;2;11;564;2021-09-22 07:56:14;2021-09-27 17:54:50;2021-09-27 17:54:50;56 days 21:54:21;70 days 13:18:51.942799;2;0;0;0;2;486;1;4;1
Closed;Easy;19749;0;1;2;1;1;551;2021-09-14 03:52:06;2021-09-14 17:13:17;2021-09-14 17:13:17;76 days 08:40:36;78 days 17:23:02.531137;3;0;0;0;2;949;2;3;1
Closed;Easy;19729;0;1;1;0;1;278;2021-09-12 04:40:05;2021-09-29 22:09:13;2021-09-29 22:09:13;54 days 20:01:34;80 days 16:35:06.153002;6;0;0;0;6;734;1;2;1
Closed;Easy;19635;9;1;118;0;118;1095;2021-08-31 08:07:24;2021-08-31 09:36:46;;;92 days 13:07:52.969587;0;0;0;0;0;0;1;2;1
Closed;Easy;19571;0;4;55;8;47;428;2021-08-13 17:17:47;2021-08-17 07:10:44;;;110 days 03:57:33.770824;7;1034;9;1034;7;1011;1;6;2
Closed;Easy;19570;0;5;81;19;62;428;2021-08-13 06:11:03;2021-08-13 06:49:14;;;110 days 15:04:20.332922;1;0;0;0;1;72;1;6;3
Closed;Easy;19517;0;3;33;17;16;302;2021-08-05 12:50:59;2021-08-05 15:55:10;2021-08-05 15:55:10;108 days 23:56:39;118 days 08:24:26.864566;1;0;0;0;1;89;3;4;1
Closed;Easy;19476;1;10;166;0;166;519;2021-08-03 11:00:45;2021-08-03 23:09:34;2021-08-03 23:09:33;96 days 13:16:47;120 days 10:14:43.604995;2;0;0;0;1;80;2;3;1
Closed;Easy;19431;0;1;6;1;5;172;2021-07-29 17:03:19;2021-07-29 18:26:26;2021-07-29 18:26:26;119 days 10:23:24;125 days 04:12:12.125658;4;0;0;0;4;1123;4;5;1
Closed;Easy;19392;0;5;286;143;143;638;2021-07-26 18:01:52;2021-07-26 21:46:01;2021-07-26 21:46:01;123 days 20:05:53;128 days 03:13:41.965917;2;146;1;146;1;46;1;3;5
Closed;Easy;19064;0;1;2;1;1;12;2021-06-30 13:53:37;2021-07-05 21:34:46;2021-07-05 21:34:46;125 days 19:40:51;154 days 07:22:00.008349;3;0;0;0;3;1524;1;3;1
Closed;Easy;18993;1;10;176;0;176;573;2021-06-24 23:11:36;2021-08-03 23:10:09;;;159 days 22:04:04.835514;3;0;0;0;3;559;1;3;1
Closed;Easy;18814;0;0;0;0;0;566;2021-06-12 03:34:47;2021-06-16 17:04:58;;;172 days 17:40:59.686382;6;1036;3;1036;5;1122;1;2;0
Closed;Easy;18722;0;2;4;2;2;667;2021-06-07 10:11:06;2021-06-08 17:28:22;2021-06-08 17:28:22;175 days 19:15:59;177 days 11:04:44.306538;8;0;0;0;7;1467;2;3;1
Closed;Easy;18714;0;1;2;1;1;12;2021-06-05 14:02:19;2021-06-08 00:59:36;;;179 days 07:13:34.113130;2;0;0;0;1;160;1;3;1
Closed;Easy;18671;5;6;339;77;262;609;2021-06-02 14:16:39;2021-06-11 15:01:28;2021-06-11 15:01:28;164 days 22:51:52;182 days 06:59:17.516412;6;1339;9;1339;6;2752;1;6;2
Closed;Easy;18662;0;1;2;1;1;129;2021-06-01 21:27:50;2021-06-01 21:58:47;2021-06-01 21:58:47;183 days 01:24:55;182 days 23:48:09.192636;2;0;0;0;1;25;3;4;1
Closed;Easy;18655;0;6;45;4;41;396;2021-05-31 17:39:01;2021-06-02 22:18:03;2021-06-02 22:18:03;170 days 13:29:24;184 days 03:37:00.850629;5;0;0;0;4;824;3;5;1
Closed;Easy;18548;0;2;32;8;24;250;2021-05-19 16:16:03;2021-05-23 19:04:47;2021-05-23 19:04:46;142 days 08:22:30;196 days 05:00:01.853830;2;97;2;97;2;311;1;4;1
Closed;Easy;18327;0;1;2;1;1;536;2021-04-30 11:16:07;2021-04-30 16:37:49;2021-04-30 16:37:49;214 days 22:47:22;215 days 10:00:01.356852;1;0;0;0;1;33;1;3;1
Closed;Easy;18272;0;1;12;2;10;530;2021-04-27 01:12:23;2021-05-05 18:13:20;2021-05-05 18:13:20;0 days 00:00:46;218 days 20:03:47.851756;2;0;0;0;2;269;1;2;1
Closed;Easy;18270;0;1;4;0;4;914;2021-04-26 22:54:19;2021-05-05 22:37:11;;;218 days 22:21:55.145665;2;0;0;0;2;164;1;1;2
Closed;Easy;18247;2;1;121;79;42;459;2021-04-22 22:46:19;2021-05-04 16:57:16;;;222 days 22:29:58.087664;1;0;0;0;1;292;1;3;1
Closed;Easy;18245;0;1;34;2;32;469;2021-04-22 20:05:15;2021-05-05 18:09:01;;;223 days 01:11:04.602708;1;0;0;0;1;143;1;2;1
Closed;Easy;18203;1;4;97;13;84;1041;2021-04-17 15:53:35;2021-09-07 16:57:53;;;228 days 05:22:47.754998;2;378;3;378;1;347;2;4;4
Closed;Easy;18176;0;1;4;0;4;462;2021-04-16 00:36:31;2021-04-16 01:01:14;;;229 days 20:39:54.546649;1;0;0;0;1;52;1;4;1
Closed;Easy;18175;1;1;11;5;6;481;2021-04-16 00:34:08;2021-05-04 17:14:07;;;229 days 20:42:20.129515;1;0;0;0;1;481;1;4;1
Closed;Easy;18159;0;4;73;4;69;749;2021-04-15 02:23:47;2021-09-06 20:04:47;;;230 days 18:52:43.675431;2;38;1;38;2;774;1;3;3
Closed;Easy;18088;0;27;215;101;114;345;2021-04-11 15:08:48;2021-04-13 18:42:06;2021-04-13 18:42:06;226 days 21:40:44;234 days 06:07:46.225402;3;0;0;0;3;530;1;4;1
Closed;Easy;18081;0;1;6;1;5;439;2021-04-10 16:47:41;2021-09-29 22:11:59;;;235 days 04:28:56.330733;4;722;5;722;3;199;2;2;4
Closed;Easy;18028;0;2;45;45;0;917;2021-04-07 16:57:31;2021-04-07 18:06:51;2021-04-07 18:06:51;237 days 21:18:20;238 days 04:19:08.879762;3;0;0;0;3;876;1;3;1
Closed;Easy;18005;0;1;5;1;4;577;2021-04-06 05:23:42;2021-04-28 15:09:34;;;239 days 15:53:00.690855;2;525;4;525;2;139;1;1;1
Closed;Easy;18000;0;2;6;2;4;582;2021-04-05 20:48:03;2021-04-06 05:22:22;;;240 days 00:28:42.680199;4;0;0;0;4;818;1;1;7
Closed;Easy;17959;0;1;8;1;7;582;2021-04-02 20:26:30;2021-04-14 20:53:47;;;243 days 00:50:19.770065;0;252;2;252;0;0;1;2;1
Closed;Easy;17958;0;2;11;0;11;615;2021-04-02 20:14:26;2021-04-02 20:21:24;;;243 days 01:02:26.277800;0;0;0;0;0;0;1;2;4
Closed;Easy;17924;0;1;12;2;10;1111;2021-04-01 15:55:36;2021-04-03 05:00:07;2021-04-03 05:00:07;237 days 11:22:43;244 days 05:21:19.588100;1;1201;7;1201;1;29;1;4;1
Closed;Easy;17911;0;1;65;10;55;1012;2021-03-31 17:16:27;2021-03-31 20:00:56;2021-03-31 20:00:56;239 days 20:21:54;245 days 04:00:31.100023;2;0;0;0;2;457;1;4;2
Closed;Easy;17886;1;3;9;0;9;604;2021-03-30 08:11:02;2021-04-01 06:51:23;;;246 days 13:05:59.107852;4;412;5;412;4;520;1;1;1
Closed;Easy;17844;0;2;8;4;4;500;2021-03-27 19:32:49;2021-04-01 17:42:50;;;249 days 01:44:15.844924;7;2498;14;2498;7;3044;1;2;1
Closed;Easy;17843;0;2;12;0;12;329;2021-03-27 19:24:06;2021-04-09 21:46:57;;;249 days 01:53:01.475534;1;260;1;260;1;84;1;2;3
Closed;Easy;17835;0;2;18;2;16;501;2021-03-27 14:31:25;2021-03-27 19:28:56;;;249 days 06:45:45.004982;3;0;0;0;3;814;1;2;1
Closed;Easy;17821;0;5;1035;4;1031;547;2021-03-26 19:36:56;2021-03-27 13:23:39;;;250 days 01:40:16.924917;0;0;0;0;0;0;1;2;1
Closed;Easy;17794;0;3;28;5;23;471;2021-03-25 09:07:49;2021-04-15 04:42:49;;;251 days 12:09:26.745519;5;742;4;742;5;1576;1;5;1
Closed;Easy;17761;5;7;123;9;114;648;2021-03-23 19:13:21;2021-07-09 19:35:18;;;253 days 02:03:58.837862;2;1711;8;1711;2;357;1;4;3
Closed;Easy;17735;0;1;5;3;2;727;2021-03-22 14:37:07;2021-03-24 00:11:05;2021-03-24 00:11:05;249 days 19:07:03;254 days 06:40:17.072437;5;376;3;376;5;763;1;2;1
Closed;Easy;17732;0;1;5;1;4;752;2021-03-22 05:53:09;2021-03-27 13:59:02;;;254 days 15:24:17.773193;1;651;2;651;1;56;1;4;1
Closed;Easy;17729;0;4;76;4;72;493;2021-03-22 00:59:00;2021-04-15 02:24:57;;;254 days 20:18:30.199362;10;1102;10;1102;10;3285;1;3;21
Closed;Easy;17726;0;8;163;45;118;151;2021-03-21 17:20:22;2021-04-14 15:44:00;2021-04-14 15:44:00;222 days 22:09:20;255 days 03:57:12.077890;10;1594;9;1594;9;3948;3;5;5
Closed;Easy;17613;0;4;159;123;36;791;2021-03-13 15:39:09;2021-08-05 23:00:57;;;263 days 05:38:27.917672;3;1006;3;1006;2;317;3;4;1
Closed;Easy;17591;0;1;7;5;2;26;2021-03-12 12:18:18;2021-03-18 14:03:02;;;264 days 08:59:21.847656;3;531;2;531;3;539;1;4;4
Closed;Easy;17586;0;1;7;5;2;6;2021-03-12 07:55:56;2021-08-05 23:01:07;;;264 days 13:21:46.531695;1;0;0;0;1;235;1;4;2
Closed;Easy;17560;4;5;331;164;167;83;2021-03-11 02:47:32;2021-03-12 05:24:39;2021-03-12 05:24:39;264 days 18:07:00;265 days 18:30:14.249460;3;406;4;406;2;69;4;5;1
Closed;Easy;17501;2;17;720;249;471;210;2021-03-05 19:11:50;2021-04-06 00:16:08;;;271 days 02:05:58.832576;4;0;0;0;3;364;2;2;6
Closed;Easy;17486;0;2;19;7;12;165;2021-03-04 18:37:22;2021-03-12 03:55:53;2021-03-12 03:55:53;248 days 05:16:58;272 days 02:40:31.449895;3;786;7;786;2;412;4;6;2
Closed;Easy;17482;0;2;21;5;16;1355;2021-03-04 15:39:59;2021-03-08 21:01:46;;;272 days 05:37:57.243956;5;0;0;0;4;5305;3;4;2
Closed;Easy;17460;1;13;145;60;85;371;2021-03-02 20:10:05;2021-03-03 17:17:50;2021-03-03 17:17:49;264 days 20:35:31;274 days 01:07:54.287613;3;623;4;623;3;190;0;4;4
Closed;Easy;17438;1;4;102;14;88;848;2021-02-27 17:13:02;2021-03-29 18:35:01;;;277 days 04:04:59.862607;1;0;0;0;0;0;1;4;2
Closed;Easy;17411;0;2;7;2;5;1966;2021-02-25 17:48:02;2021-02-26 16:00:38;2021-02-26 16:00:38;264 days 00:39:01;279 days 03:30:02.383228;3;0;0;0;3;1838;1;3;2
Closed;Easy;17410;1;4;101;14;87;842;2021-02-25 17:20:50;2021-02-25 20:32:31;;;279 days 03:57:17.780342;0;0;0;0;0;0;1;4;6
Closed;Easy;17370;0;1;2;1;1;476;2021-02-21 10:02:13;2021-03-05 19:14:20;;;283 days 11:15:57.604797;12;207;2;207;12;1352;1;2;3
Closed;Easy;17314;0;1;2;1;1;586;2021-02-16 07:00:17;2021-02-16 11:59:21;;;288 days 14:17:56.312421;0;0;0;0;0;0;1;2;1
Closed;Easy;17310;0;1;4;2;2;542;2021-02-15 20:30:21;2021-04-06 00:21:55;2021-04-06 00:21:54;45 days 15:42:32;289 days 00:47:55.029899;1;80;2;80;1;248;1;2;1
Closed;Easy;17308;0;1;1;1;0;694;2021-02-15 18:42:45;2021-03-25 05:12:43;;;289 days 02:35:33.462400;5;0;0;0;5;896;1;2;1
Closed;Easy;17287;0;1;2;1;1;424;2021-02-12 17:48:12;2021-02-13 15:14:25;2021-02-13 15:14:24;291 days 00:47:33;292 days 03:30:09.276369;1;110;1;110;1;27;4;4;1
Closed;Easy;17268;0;2;22;3;19;586;2021-02-10 22:09:10;2021-03-25 08:25:18;2021-03-25 08:25:18;251 days 07:36:39;293 days 23:09:14.220824;9;0;0;0;8;3449;3;3;1
Closed;Easy;17260;0;1;34;0;34;422;2021-02-09 23:10:33;2021-05-03 23:57:46;;;294 days 22:07:56.464886;12;0;0;0;12;2288;1;3;3
Closed;Easy;17225;0;3;10;4;6;1397;2021-02-06 07:47:12;2021-04-06 00:14:18;;;298 days 13:31:20.650070;3;392;2;392;3;628;1;2;2
Closed;Easy;17149;1;5;48;5;43;1389;2021-01-28 11:37:41;2021-03-05 01:07:12;2021-03-05 01:07:11;263 days 12:46:09;307 days 09:40:54.680634;12;1224;5;1224;11;3047;3;5;2
Closed;Easy;17099;1;2;41;19;22;667;2021-01-22 05:47:05;2021-02-07 11:39:03;;;313 days 15:31:33.043573;0;0;0;0;0;0;1;5;1
Closed;Easy;17057;0;4;135;67;68;658;2021-01-13 18:45:50;2021-03-11 11:02:51;;;322 days 02:32:50.746492;1;0;0;0;1;55;1;4;2
Closed;Easy;17053;0;1;67;0;67;195;2021-01-13 09:54:59;2021-09-06 20:04:45;;;322 days 11:23:45.494855;6;1195;9;1195;6;4051;2;2;6
Closed;Easy;17020;0;3;35;13;22;267;2021-01-06 17:45:37;2021-01-13 19:28:33;2021-01-13 19:28:33;305 days 13:44:18;329 days 03:33:10.386304;5;0;0;0;5;5998;0;1;3
Closed;Easy;17017;0;1;4;0;4;14;2021-01-06 03:21:46;2021-01-06 16:28:12;;;329 days 17:57:03.819042;0;0;0;0;0;0;1;1;5
Closed;Easy;16976;0;1;11;1;10;785;2020-12-29 09:04:37;2021-01-21 23:51:10;2021-01-21 23:51:10;313 days 16:46:33;337 days 12:14:15.213266;4;0;0;0;3;564;3;4;1
Closed;Easy;16972;0;1;28;11;17;93;2020-12-28 22:39:07;2020-12-30 15:55:30;2020-12-30 15:55:30;336 days 07:36:09;337 days 22:39:48.056845;2;0;0;0;1;24;4;5;1
Closed;Easy;16968;0;1;3;1;2;624;2020-12-27 15:59:06;2020-12-28 22:40:21;;;339 days 05:19:52.019733;2;0;0;0;1;126;4;5;1
Closed;Easy;16932;0;1;10;0;10;822;2020-12-19 15:28:23;2020-12-29 08:53:02;;;347 days 05:50:37.961666;0;576;4;576;0;0;1;4;1
Closed;Easy;16922;0;3;43;1;42;706;2020-12-18 12:08:51;2021-09-06 20:04:45;;;348 days 09:10:12.602438;8;0;0;0;8;1786;1;3;2
Closed;Easy;16914;0;1;6;0;6;996;2020-12-17 10:26:44;2020-12-28 20:56:28;;;349 days 10:52:22.083503;6;0;0;0;6;2550;1;5;1
Closed;Easy;16891;1;2;41;19;22;1211;2020-12-14 03:47:29;2021-03-12 05:25:37;;;352 days 17:31:40.474800;3;1479;11;1479;2;528;1;5;1
Closed;Easy;16886;0;2;29;6;23;313;2020-12-12 19:37:01;2021-01-12 06:31:08;;;354 days 01:42:11.366699;9;706;3;706;9;2394;1;1;1
Closed;Easy;16857;3;8;2394;1116;1278;2198;2020-12-09 05:09:26;2020-12-09 22:24:55;2020-12-09 22:24:55;357 days 01:06:44;357 days 16:09:49.192854;0;0;0;0;0;0;0;4;1
Closed;Easy;16853;0;0;0;0;0;782;2020-12-08 11:10:58;2021-01-13 17:24:38;;;358 days 10:08:19.529592;1;0;0;0;1;63;1;4;0
Closed;Easy;16841;0;1;3;1;2;420;2020-12-04 14:54:15;2021-05-02 05:48:30;;;362 days 06:25:04.902472;4;0;0;0;4;600;0;3;1
Closed;Easy;16833;0;1;7;0;7;729;2020-12-03 06:37:30;2020-12-18 20:45:15;2020-12-18 20:45:14;342 days 18:55:45;363 days 14:41:52.464544;3;0;0;0;3;444;0;3;1
Closed;Easy;16823;0;0;0;0;0;1966;2020-12-02 14:47:27;2021-02-25 16:44:02;;;364 days 06:31:58.513156;3;676;5;676;3;681;1;3;0
Closed;Easy;16818;0;3;144;70;74;361;2020-12-01 18:35:35;2021-03-25 08:10:04;2021-03-25 08:10:03;243 days 05:43:17;365 days 02:43:56.444525;19;5889;31;5889;19;4042;1;3;2
Closed;Easy;16749;0;2;9;4;5;287;2020-11-16 08:09:19;2020-11-19 08:51:00;;;380 days 13:10:15.664802;4;1779;6;1779;4;977;0;3;1
Closed;Easy;16735;0;2;8;1;7;561;2020-11-11 07:12:47;2020-11-17 04:29:16;;;385 days 14:06:50.071407;1;0;0;0;0;0;1;5;1
Closed;Easy;16731;0;1;2;1;1;888;2020-11-10 16:57:50;2020-11-17 01:22:19;2020-11-17 01:22:19;361 days 14:43:12;386 days 04:21:49.618067;2;0;0;0;1;207;3;5;1
Closed;Easy;16730;0;0;0;0;0;529;2020-11-10 10:43:03;2020-11-11 06:18:08;;;386 days 10:36:39.375355;7;419;3;419;7;1224;1;5;0
Closed;Easy;16712;0;0;0;0;0;965;2020-11-05 20:05:20;2020-12-07 18:24:11;;;391 days 01:14:25.248971;4;622;5;622;3;243;3;4;0
Closed;Easy;16703;0;2;7;1;6;408;2020-11-04 12:43:13;2020-12-21 13:03:27;;;392 days 08:36:34.750582;2;0;0;0;0;0;4;5;1
Closed;Easy;16700;0;2;7;1;6;408;2020-11-04 04:30:44;2020-11-04 12:43:20;;;392 days 16:49:06.109877;1;0;0;0;0;0;3;5;1
Closed;Easy;16694;0;0;0;0;0;408;2020-11-03 13:14:33;2020-11-04 03:52:27;;;393 days 08:05:20.403859;3;0;0;0;1;131;3;5;0
Closed;Easy;16684;0;2;8;1;7;408;2020-11-02 09:49:06;2020-11-04 12:11:05;;;394 days 11:30:50.346672;4;0;0;0;3;632;1;5;2
Closed;Easy;16663;2;5;183;53;130;945;2020-10-30 13:06:32;2021-06-11 15:05:10;;;397 days 08:13:28.409976;21;906;8;906;20;5364;2;6;2
Closed;Easy;16630;4;41;1025;323;702;466;2020-10-24 23:39:35;2020-11-16 22:49:34;;;402 days 21:40:29.386354;6;3727;8;3727;4;623;2;4;16
Closed;Easy;16619;0;7;118;48;70;474;2020-10-23 20:41:50;2020-10-29 22:40:59;;;404 days 00:38:18.213369;10;256;3;256;10;4084;1;3;1
Closed;Easy;16617;1;9;85;0;85;872;2020-10-23 17:57:26;2021-03-04 19:40:58;2021-03-04 19:40:58;248 days 16:45:22;404 days 03:22:45.472743;8;1272;9;1272;8;1680;2;3;1
Closed;Easy;16597;0;2;37;0;37;909;2020-10-22 18:08:12;2020-10-29 23:56:03;2020-10-29 23:56:03;392 days 04:53:47;405 days 03:12:02.541105;5;788;5;788;5;940;3;4;1
Closed;Easy;16581;0;1;10;3;7;364;2020-10-20 23:34:55;2020-10-21 18:15:37;;;406 days 21:45:21.960719;2;0;0;0;1;157;3;4;1
Closed;Easy;16544;0;60;1122;480;642;540;2020-10-15 03:08:55;2020-10-15 22:16:02;2020-10-15 22:16:01;412 days 01:15:38;412 days 18:11:24.753406;1;0;0;0;1;117;1;3;2
Closed;Easy;16526;2;3;22;3;19;898;2020-10-13 16:24:00;2020-11-02 23:36:55;;;414 days 04:56:23.847862;4;1408;16;1408;4;2527;1;3;1
Closed;Easy;16505;1;2;7;1;6;983;2020-10-09 02:56:41;2020-10-13 15:28:34;;;418 days 18:23:46.274469;0;1698;10;1698;0;0;1;3;15
Closed;Easy;16490;0;0;0;0;0;655;2020-10-07 04:01:21;2020-10-09 01:59:36;;;420 days 17:19:08.955707;1;0;0;0;1;256;1;3;0
Closed;Easy;16481;8;12;376;50;326;616;2020-10-06 17:14:09;2020-10-07 03:44:04;;;421 days 04:06:23.331811;1;0;0;0;1;21;0;3;12
Closed;Easy;16472;0;2;16;0;16;497;2020-10-04 14:40:57;2020-10-30 00:29:26;;;423 days 06:39:37.996574;8;53;1;53;8;1259;1;4;1
Closed;Easy;16465;0;3;121;64;57;692;2020-10-02 20:31:53;2021-08-05 23:01:50;;;425 days 00:48:44.728892;7;0;0;0;7;3322;0;4;3
Closed;Easy;16385;0;1;1;0;1;117;2020-09-21 20:34:52;2020-09-21 22:26:29;2020-09-21 22:26:29;435 days 23:50:14;436 days 00:45:48.282134;1;0;0;0;1;25;1;2;1
Closed;Easy;16319;0;2;41;2;39;2648;2020-09-09 05:58:34;2020-10-19 19:06:14;2020-10-19 19:06:14;404 days 23:20:15;448 days 15:22:08.792954;8;0;0;0;7;716;3;4;1
Closed;Easy;16256;0;1;2;1;1;783;2020-09-01 09:22:11;2020-09-02 00:31:41;;;456 days 11:58:34.723520;2;0;0;0;1;684;3;5;1
Closed;Easy;16220;0;2;20;1;19;332;2020-08-28 06:50:23;2020-09-01 06:00:25;;;460 days 14:30:25.306515;3;0;0;0;3;507;1;4;1
Closed;Easy;16205;0;1;4;0;4;315;2020-08-26 15:11:00;2020-09-01 01:44:15;2020-09-01 01:44:15;456 days 16:41:18;462 days 06:09:51.153585;5;433;4;433;4;453;1;4;1
Closed;Easy;16200;0;2;20;1;19;250;2020-08-26 04:09:47;2020-08-26 13:45:55;;;462 days 17:11:06.481546;0;0;0;0;0;0;1;4;2
Closed;Easy;16182;0;1;2;1;1;465;2020-08-21 14:12:00;2020-08-26 19:30:12;;;467 days 07:08:56.203843;5;138;2;138;4;615;1;4;1
Closed;Easy;16165;6;8;174;3;171;1035;2020-08-19 15:16:15;2020-08-27 18:39:54;2020-08-27 18:39:54;447 days 18:46:48;469 days 06:04:44.538259;8;1683;9;1683;8;3626;1;4;2
Closed;Easy;16089;0;2;31;11;20;697;2020-08-10 17:53:53;2020-08-14 23:02:59;;;478 days 03:27:09.939223;9;1568;7;1568;9;1850;3;5;3
Closed;Easy;16088;0;2;36;11;25;960;2020-08-10 16:39:42;2020-08-10 17:27:08;;;478 days 04:41:23.397555;5;0;0;0;5;277;3;5;2
Closed;Easy;16085;0;1;2;1;1;423;2020-08-09 19:07:13;2020-08-09 23:47:57;2020-08-09 23:47:56;450 days 17:48:11;479 days 02:13:55.060837;3;0;0;0;3;191;1;4;1
Closed;Easy;16039;0;25;110;55;55;501;2020-08-05 10:03:15;2020-09-04 19:56:08;2020-09-04 19:56:08;453 days 04:07:45;483 days 11:17:55.923874;1;309;3;309;1;340;2;6;1
Closed;Easy;15969;0;1;8;4;4;420;2020-07-29 06:24:26;2021-09-06 20:04:45;;;490 days 14:56:48.129538;7;474;1;474;6;1476;4;6;1
Closed;Easy;15961;0;3;19;16;3;647;2020-07-28 20:57:59;2020-07-28 23:29:46;;;491 days 00:23:18.065561;4;0;0;0;3;503;4;6;1
Closed;Easy;15942;0;1;11;2;9;938;2020-07-27 18:43:17;2020-07-30 20:38:27;2020-07-30 20:38:27;475 days 16:48:15;492 days 02:38:02.542565;8;0;0;0;7;627;1;4;1
Closed;Easy;15934;0;11;209;45;164;621;2020-07-26 23:40:31;2020-07-27 18:02:18;2020-07-27 18:02:18;478 days 19:24:24;492 days 21:40:51.173318;1;0;0;0;1;45;1;4;10
Closed;Easy;15927;0;8;163;36;127;576;2020-07-26 01:25:20;2020-07-26 23:17:53;;;493 days 19:56:05.803335;3;184;1;184;3;188;1;4;8
Closed;Easy;15881;0;6;35;7;28;508;2020-07-22 18:40:47;2020-07-23 00:12:29;2020-07-23 00:12:29;483 days 13:14:13;497 days 02:40:41.236729;7;0;0;0;7;2634;1;4;5
Closed;Easy;15867;0;3;100;26;74;432;2020-07-21 22:13:42;2020-07-21 23:23:17;;;497 days 23:07:50.510571;1;0;0;0;1;115;1;4;2
Closed;Easy;15862;0;9;224;46;178;500;2020-07-21 08:05:19;2020-07-21 19:23:42;;;498 days 13:16:16.667259;2;0;0;0;2;171;1;4;23
Closed;Easy;15708;0;4;125;34;91;319;2020-07-07 13:07:59;2020-09-28 19:12:01;2020-09-28 19:12:01;419 days 21:00:23;512 days 08:13:42.010561;20;6438;26;6438;18;5334;2;3;2
Closed;Easy;15626;3;4;53;20;33;653;2020-06-30 19:21:41;2021-03-12 05:25:17;;;519 days 02:00:02.798907;3;0;0;0;2;256;2;5;1
Closed;Easy;15490;0;1;8;0;8;322;2020-06-20 19:24:53;2020-06-21 00:54:08;2020-06-21 00:54:07;528 days 19:15:37;529 days 01:56:53.368096;2;0;0;0;1;101;3;4;1
Closed;Easy;15434;0;1;8;0;8;650;2020-06-18 00:08:49;2020-06-19 03:19:09;2020-06-19 03:19:09;530 days 20:51:01;531 days 21:13:01.100840;2;488;2;488;1;34;2;3;1
Closed;Easy;15409;0;9;42;28;14;785;2020-06-16 16:58:29;2020-06-16 17:29:08;;;533 days 04:23:24.393524;2;0;0;0;1;111;4;6;1
Closed;Easy;15381;2;2;80;36;44;20;2020-06-15 07:26:48;2021-09-06 20:04:44;;;534 days 13:55:09.055840;6;0;0;0;5;1287;3;3;1
Closed;Easy;15366;2;2;21;2;19;34;2020-06-14 02:02:55;2020-06-15 07:21:05;;;535 days 19:19:04.900588;0;0;0;0;0;0;1;3;2
Closed;Easy;15262;0;1;14;2;12;303;2020-06-08 17:59:19;2020-09-18 23:46:05;;;541 days 03:22:46.284145;3;0;0;0;2;330;2;4;1
Closed;Easy;15249;3;13;233;110;123;1403;2020-06-07 15:53:54;2020-06-07 20:57:29;2020-06-07 20:57:29;421 days 04:46:03;542 days 05:28:14.730524;3;0;0;0;2;335;3;5;10
Closed;Easy;15066;0;1;2;1;1;574;2020-05-22 18:30:56;2020-05-27 21:17:38;;;558 days 02:51:15.903205;6;93;1;93;6;1135;1;4;3
Closed;Easy;15007;0;6;38;14;24;65;2020-05-17 18:30:33;2020-08-27 14:03:58;;;563 days 02:51:41.720787;2;1015;3;1015;1;257;2;4;6
Closed;Easy;14934;0;6;126;10;116;484;2020-05-11 07:32:26;2020-05-13 00:43:57;;;569 days 13:49:51.590706;4;572;3;572;2;2034;3;4;2
Closed;Easy;14700;0;8;742;11;731;1021;2020-04-22 13:05:44;2020-05-06 20:35:56;;;588 days 08:16:36.965487;3;1979;9;1979;3;699;1;3;3
Closed;Easy;14695;0;2;17;4;13;216;2020-04-22 03:14:47;2020-04-22 22:05:18;2020-04-22 22:05:18;588 days 01:26:21;588 days 18:07:36.480501;4;0;0;0;4;389;1;2;1
