Situation;Nivel;Number;Imports;Changed_files;Changes;Deletion;Aditions;Size_body;Create_date;Closed_date;Merge_date;Diff_MergeLastModify;Diff_CreateNow;PR_comments;PR_size_comments;Review_comments;Review_size_comments;Issue_comments;Issue_size_comments;Qtd_labels;Commits
Closed;Easy;19818;0;1;4;0;4;276;2021-09-23 09:44:24;2021-09-27 17:42:09;2021-09-27 17:42:09;54 days 21:33:59;60 days 05:54:33.897077;5;883;10;883;5;678;1;1
Closed;Easy;19805;1;2;13;2;11;564;2021-09-22 07:56:14;2021-09-27 17:54:50;2021-09-27 17:54:50;43 days 15:02:15;61 days 07:42:46.600565;2;0;0;0;2;486;1;1
Closed;Easy;19749;0;1;2;1;1;551;2021-09-14 03:52:06;2021-09-14 17:13:17;2021-09-14 17:13:17;63 days 06:29:03;69 days 11:46:57.570632;3;0;0;0;2;949;2;1
Closed;Easy;19729;0;1;1;0;1;278;2021-09-12 04:40:05;2021-09-29 22:09:13;2021-09-29 22:09:13;20 days 17:32:07;71 days 10:59:01.096355;6;0;0;0;6;734;1;1
Closed;Easy;19635;9;1;118;0;118;1095;2021-08-31 08:07:24;2021-08-31 09:36:46;;;83 days 07:31:44.471579;0;0;0;0;0;0;1;1
Closed;Easy;19571;0;4;55;8;47;428;2021-08-13 17:17:47;2021-08-17 07:10:44;;;100 days 22:21:24.397339;7;1034;9;1034;7;1011;1;2
Closed;Easy;19570;0;5;81;19;62;428;2021-08-13 06:11:03;2021-08-13 06:49:14;;;101 days 09:28:10.904486;1;0;0;0;1;72;1;3
Closed;Easy;19517;0;3;33;17;16;302;2021-08-05 12:50:59;2021-08-05 15:55:10;2021-08-05 15:55:10;108 days 23:56:39;109 days 02:48:18.168707;1;0;0;0;1;89;3;1
Closed;Easy;19476;8;10;166;0;166;519;2021-08-03 11:00:45;2021-08-03 23:09:34;2021-08-03 23:09:33;96 days 13:16:47;111 days 04:38:34.706081;2;0;0;0;1;80;2;1
Closed;Easy;19431;0;1;6;1;5;172;2021-07-29 17:03:19;2021-07-29 18:26:26;2021-07-29 18:26:26;105 days 21:49:04;115 days 22:36:02.919593;4;0;0;0;4;1123;4;1
Closed;Easy;19392;10;5;286;143;143;638;2021-07-26 18:01:52;2021-07-26 21:46:01;2021-07-26 21:46:01;110 days 12:29:03;118 days 21:37:32.793989;2;146;1;146;1;46;1;5
Closed;Easy;19064;0;1;2;1;1;12;2021-06-30 13:53:37;2021-07-05 21:34:46;2021-07-05 21:34:46;125 days 19:40:51;145 days 01:45:50.467513;3;0;0;0;3;1524;1;1
Closed;Easy;18993;8;10;176;0;176;573;2021-06-24 23:11:36;2021-08-03 23:10:09;;;150 days 16:27:53.979405;3;0;0;0;3;559;1;1
Closed;Easy;18814;0;0;0;0;0;566;2021-06-12 03:34:47;2021-06-16 17:04:58;;;163 days 12:04:46.239408;6;1036;3;1036;5;1122;1;0
Closed;Easy;18722;0;2;4;2;2;667;2021-06-07 10:11:06;2021-06-08 17:28:22;2021-06-08 17:28:22;166 days 20:41:52;168 days 05:28:29.609279;8;0;0;0;7;1467;2;1
Closed;Easy;18714;0;1;2;1;1;12;2021-06-05 14:02:19;2021-06-08 00:59:36;;;170 days 01:37:19.133246;2;0;0;0;1;160;1;1
Closed;Easy;18671;9;6;339;77;262;609;2021-06-02 14:16:39;2021-06-11 15:01:28;2021-06-11 15:01:28;158 days 04:50:26;173 days 01:23:02.586683;6;1339;9;1339;6;2752;1;2
Closed;Easy;18662;0;1;2;1;1;129;2021-06-01 21:27:50;2021-06-01 21:58:47;2021-06-01 21:58:47;173 days 16:35:44;173 days 18:11:54.150685;2;0;0;0;1;25;3;1
Closed;Easy;18655;1;6;45;4;41;396;2021-05-31 17:39:01;2021-06-02 22:18:03;2021-06-02 22:18:03;170 days 13:29:24;174 days 22:00:45.388683;5;0;0;0;4;824;3;1
Closed;Easy;18548;0;2;32;8;24;250;2021-05-19 16:16:03;2021-05-23 19:04:47;2021-05-23 19:04:46;142 days 08:22:30;186 days 23:23:46.573682;2;97;2;97;2;311;1;1
Closed;Easy;18327;0;1;2;1;1;536;2021-04-30 11:16:07;2021-04-30 16:37:49;2021-04-30 16:37:49;202 days 14:19:30;206 days 04:23:44.877684;1;0;0;0;1;33;1;1
Closed;Easy;18272;0;1;12;2;10;530;2021-04-27 01:12:23;2021-05-05 18:13:20;2021-05-05 18:13:20;0 days 00:00:46;209 days 14:27:31.330681;2;0;0;0;2;269;1;1
Closed;Easy;18270;0;1;4;0;4;914;2021-04-26 22:54:19;2021-05-05 22:37:11;;;209 days 16:45:37.713687;2;0;0;0;2;164;1;2
Closed;Easy;18247;2;1;121;79;42;459;2021-04-22 22:46:19;2021-05-04 16:57:16;;;213 days 16:53:41.272680;1;0;0;0;1;292;1;1
Closed;Easy;18245;0;1;34;2;32;469;2021-04-22 20:05:15;2021-05-05 18:09:01;;;213 days 19:34:48.004684;1;0;0;0;1;143;1;1
Closed;Easy;18203;29;4;97;13;84;1041;2021-04-17 15:53:35;2021-09-07 16:57:53;;;218 days 23:46:31.581803;2;378;3;378;1;347;2;4
Closed;Easy;18176;0;1;4;0;4;462;2021-04-16 00:36:31;2021-04-16 01:01:14;;;220 days 15:03:37.850804;1;0;0;0;1;52;1;1
Closed;Easy;18175;0;1;11;5;6;481;2021-04-16 00:34:08;2021-05-04 17:14:07;;;220 days 15:06:03.771802;1;0;0;0;1;481;1;1
Closed;Easy;18159;5;4;73;4;69;749;2021-04-15 02:23:47;2021-09-06 20:04:47;;;221 days 13:16:27.624802;2;38;1;38;2;774;1;3
Closed;Easy;18088;0;27;215;101;114;345;2021-04-11 15:08:48;2021-04-13 18:42:06;2021-04-13 18:42:06;215 days 13:15:19;225 days 00:31:29.060803;3;0;0;0;3;530;1;1
Closed;Easy;18081;0;1;6;1;5;439;2021-04-10 16:47:41;2021-09-29 22:11:59;;;225 days 22:52:39.261831;4;722;5;722;3;199;2;4
Closed;Easy;18028;0;2;45;45;0;917;2021-04-07 16:57:31;2021-04-07 18:06:51;2021-04-07 18:06:51;225 days 12:50:28;228 days 22:42:51.510834;3;0;0;0;3;876;1;1
Closed;Easy;18005;0;1;5;1;4;577;2021-04-06 05:23:42;2021-04-28 15:09:34;;;230 days 10:16:43.203892;2;525;4;525;2;139;1;1
Closed;Easy;18000;0;2;6;2;4;582;2021-04-05 20:48:03;2021-04-06 05:22:22;;;230 days 18:52:24.689892;4;0;0;0;4;818;1;7
Closed;Easy;17959;0;1;8;1;7;582;2021-04-02 20:26:30;2021-04-14 20:53:47;;;233 days 19:14:00.218891;0;252;2;252;0;0;1;1
Closed;Easy;17958;0;2;11;0;11;615;2021-04-02 20:14:26;2021-04-02 20:21:24;;;233 days 19:26:06.966896;0;0;0;0;0;0;1;4
Closed;Easy;17924;0;1;12;2;10;1111;2021-04-01 15:55:36;2021-04-03 05:00:07;2021-04-03 05:00:07;226 days 02:57:18;234 days 23:45:00.403893;1;1201;7;1201;1;29;1;1
Closed;Easy;17911;0;1;65;10;55;1012;2021-03-31 17:16:27;2021-03-31 20:00:56;2021-03-31 20:00:56;228 days 11:56:29;235 days 22:24:12.300891;2;0;0;0;2;457;1;2
Closed;Easy;17886;0;3;9;0;9;604;2021-03-30 08:11:02;2021-04-01 06:51:23;;;237 days 07:29:40.344891;4;412;5;412;4;520;1;1
Closed;Easy;17844;0;2;8;4;4;500;2021-03-27 19:32:49;2021-04-01 17:42:50;;;239 days 20:07:57.335892;7;2498;14;2498;7;3044;1;1
Closed;Easy;17843;0;2;12;0;12;329;2021-03-27 19:24:06;2021-04-09 21:46:57;;;239 days 20:16:42.978891;1;260;1;260;1;84;1;3
Closed;Easy;17835;0;2;18;2;16;501;2021-03-27 14:31:25;2021-03-27 19:28:56;;;240 days 01:09:26.487892;3;0;0;0;3;814;1;1
Closed;Easy;17821;0;5;1035;4;1031;547;2021-03-26 19:36:56;2021-03-27 13:23:39;;;240 days 20:03:58.683135;0;0;0;0;0;0;1;1
Closed;Easy;17794;0;3;28;5;23;471;2021-03-25 09:07:49;2021-04-15 04:42:49;;;242 days 06:33:08.954213;5;742;4;742;5;1576;1;1
Closed;Easy;17761;7;7;123;9;114;648;2021-03-23 19:13:21;2021-07-09 19:35:18;;;243 days 20:27:40.457063;2;1711;8;1711;2;357;1;3
Closed;Easy;17735;0;1;5;3;2;727;2021-03-22 14:37:07;2021-03-24 00:11:05;2021-03-24 00:11:05;223 days 16:59:54;245 days 01:03:57.376111;5;376;3;376;5;763;1;1
Closed;Easy;17732;0;1;5;1;4;752;2021-03-22 05:53:09;2021-03-27 13:59:02;;;245 days 09:47:57.960188;1;651;2;651;1;56;1;1
Closed;Easy;17729;5;4;76;4;72;493;2021-03-22 00:59:00;2021-04-15 02:24:57;;;245 days 14:42:10.530165;10;1102;10;1102;10;3285;1;21
Closed;Easy;17726;0;8;163;45;118;151;2021-03-21 17:20:22;2021-04-14 15:44:00;2021-04-14 15:44:00;216 days 04:07:54;245 days 22:20:52.170426;10;1594;9;1594;9;3948;3;5
Closed;Easy;17613;0;4;159;123;36;791;2021-03-13 15:39:09;2021-08-05 23:00:57;;;254 days 00:02:08.286979;3;1006;3;1006;2;317;3;1
Closed;Easy;17591;0;1;7;5;2;26;2021-03-12 12:18:18;2021-03-18 14:03:02;;;255 days 03:23:02.263749;3;531;2;531;3;539;1;4
Closed;Easy;17586;0;1;7;5;2;6;2021-03-12 07:55:56;2021-08-05 23:01:07;;;255 days 07:45:26.608763;1;0;0;0;1;235;1;2
Closed;Easy;17560;1;5;331;164;167;83;2021-03-11 02:47:32;2021-03-12 05:24:39;2021-03-12 05:24:39;255 days 12:46:28;256 days 12:53:53.472106;3;406;4;406;2;69;4;1
Closed;Easy;17501;8;17;720;249;471;210;2021-03-05 19:11:50;2021-04-06 00:16:08;;;261 days 20:29:40.011369;4;0;0;0;3;364;2;6
Closed;Easy;17486;0;2;19;7;12;165;2021-03-04 18:37:22;2021-03-12 03:55:53;2021-03-12 03:55:53;248 days 05:16:58;262 days 21:04:13.327695;3;786;7;786;2;412;4;2
Closed;Easy;17482;0;2;21;5;16;1355;2021-03-04 15:39:59;2021-03-08 21:01:46;;;263 days 00:01:38.551981;5;0;0;0;4;5305;3;2
Closed;Easy;17460;31;13;145;60;85;371;2021-03-02 20:10:05;2021-03-03 17:17:50;2021-03-03 17:17:49;258 days 02:34:05;264 days 19:31:35.396123;3;623;4;623;3;190;0;4
Closed;Easy;17438;1;4;102;14;88;848;2021-02-27 17:13:02;2021-03-29 18:35:01;;;267 days 22:28:40.636763;1;0;0;0;0;0;1;2
Closed;Easy;17411;0;2;7;2;5;1966;2021-02-25 17:48:02;2021-02-26 16:00:38;2021-02-26 16:00:38;264 days 00:39:01;269 days 21:53:43.244574;3;0;0;0;3;1838;1;2
Closed;Easy;17410;1;4;101;14;87;842;2021-02-25 17:20:50;2021-02-25 20:32:31;;;269 days 22:20:57.446668;0;0;0;0;0;0;1;6
Closed;Easy;17370;0;1;2;1;1;476;2021-02-21 10:02:13;2021-03-05 19:14:20;;;274 days 05:39:37.174296;12;207;2;207;12;1352;1;3
Closed;Easy;17314;0;1;2;1;1;586;2021-02-16 07:00:17;2021-02-16 11:59:21;;;279 days 08:41:35.432761;0;0;0;0;0;0;1;1
Closed;Easy;17310;0;1;4;2;2;542;2021-02-15 20:30:21;2021-04-06 00:21:55;2021-04-06 00:21:54;45 days 15:42:32;279 days 19:11:33.934088;1;80;2;80;1;248;1;1
Closed;Easy;17308;0;1;1;1;0;694;2021-02-15 18:42:45;2021-03-25 05:12:43;;;279 days 20:59:12.369307;5;0;0;0;5;896;1;1
Closed;Easy;17287;0;1;2;1;1;424;2021-02-12 17:48:12;2021-02-13 15:14:25;2021-02-13 15:14:24;275 days 21:29:41;282 days 21:53:47.845209;1;110;1;110;1;27;4;1
Closed;Easy;17268;0;2;22;3;19;586;2021-02-10 22:09:10;2021-03-25 08:25:18;2021-03-25 08:25:18;236 days 04:18:47;284 days 17:32:52.460799;9;0;0;0;8;3449;3;1
Closed;Easy;17260;0;1;34;0;34;422;2021-02-09 23:10:33;2021-05-03 23:57:46;;;285 days 16:31:31.842560;12;0;0;0;12;2288;1;3
Closed;Easy;17225;0;3;10;4;6;1397;2021-02-06 07:47:12;2021-04-06 00:14:18;;;289 days 07:54:55.803034;3;392;2;392;3;628;1;2
Closed;Easy;17149;1;5;48;5;43;1389;2021-01-28 11:37:41;2021-03-05 01:07:12;2021-03-05 01:07:11;256 days 18:44:43;298 days 04:04:29.848177;12;1224;5;1224;11;3047;3;2
Closed;Easy;17099;1;2;41;19;22;667;2021-01-22 05:47:05;2021-02-07 11:39:03;;;304 days 09:55:08.274248;0;0;0;0;0;0;1;1
Closed;Easy;17057;0;4;135;67;68;658;2021-01-13 18:45:50;2021-03-11 11:02:51;;;312 days 20:56:25.605105;1;0;0;0;1;55;1;2
Closed;Easy;17053;1;1;67;0;67;195;2021-01-13 09:54:59;2021-09-06 20:04:45;;;313 days 05:47:19.815162;6;1195;9;1195;6;4051;2;6
Closed;Easy;17020;7;3;35;13;22;267;2021-01-06 17:45:37;2021-01-13 19:28:33;2021-01-13 19:28:33;305 days 13:44:18;319 days 21:56:44.270296;5;0;0;0;5;5998;0;3
Closed;Easy;17017;0;1;4;0;4;14;2021-01-06 03:21:46;2021-01-06 16:28:12;;;320 days 12:20:37.456128;0;0;0;0;0;0;1;5
Closed;Easy;16976;0;1;11;1;10;785;2020-12-29 09:04:37;2021-01-21 23:51:10;2021-01-21 23:51:10;304 days 16:12:06;328 days 06:37:48.653874;4;0;0;0;3;564;3;1
Closed;Easy;16972;0;1;28;11;17;93;2020-12-28 22:39:07;2020-12-30 15:55:30;2020-12-30 15:55:30;327 days 02:46:48;328 days 17:03:20.973295;2;0;0;0;1;24;4;1
Closed;Easy;16968;0;1;3;1;2;624;2020-12-27 15:59:06;2020-12-28 22:40:21;;;329 days 23:43:24.217728;2;0;0;0;1;126;4;1
Closed;Easy;16932;0;1;10;0;10;822;2020-12-19 15:28:23;2020-12-29 08:53:02;;;338 days 00:14:09.664636;0;576;4;576;0;0;1;1
Closed;Easy;16922;0;3;43;1;42;706;2020-12-18 12:08:51;2021-09-06 20:04:45;;;339 days 03:33:43.908317;8;0;0;0;8;1786;1;2
Closed;Easy;16914;0;1;6;0;6;996;2020-12-17 10:26:44;2020-12-28 20:56:28;;;340 days 05:15:53.184670;6;0;0;0;6;2550;1;1
Closed;Easy;16891;1;2;41;19;22;1211;2020-12-14 03:47:29;2021-03-12 05:25:37;;;343 days 11:55:11.476665;3;1479;11;1479;2;528;1;1
Closed;Easy;16886;0;2;29;6;23;313;2020-12-12 19:37:01;2021-01-12 06:31:08;;;344 days 20:05:42.289972;9;706;3;706;9;2394;1;1
Closed;Easy;16857;0;8;2394;1116;1278;2198;2020-12-09 05:09:26;2020-12-09 22:24:55;2020-12-09 22:24:55;347 days 20:17:23;348 days 10:33:19.755859;0;0;0;0;0;0;0;1
Closed;Easy;16853;0;0;0;0;0;782;2020-12-08 11:10:58;2021-01-13 17:24:38;;;349 days 04:31:49.827917;1;0;0;0;1;63;1;0
Closed;Easy;16841;0;1;3;1;2;420;2020-12-04 14:54:15;2021-05-02 05:48:30;;;353 days 00:48:35.109656;4;0;0;0;4;600;0;1
Closed;Easy;16833;0;1;7;0;7;729;2020-12-03 06:37:30;2020-12-18 20:45:15;2020-12-18 20:45:14;335 days 18:55:40;354 days 09:05:22.402004;3;0;0;0;3;444;0;1
Closed;Easy;16823;0;0;0;0;0;1966;2020-12-02 14:47:27;2021-02-25 16:44:02;;;355 days 00:55:28.234704;3;676;5;676;3;681;1;0
Closed;Easy;16818;0;3;144;70;74;361;2020-12-01 18:35:35;2021-03-25 08:10:04;2021-03-25 08:10:03;236 days 11:41:51;355 days 21:07:26.172687;19;5889;31;5889;19;4042;1;2
Closed;Easy;16749;0;2;9;4;5;287;2020-11-16 08:09:19;2020-11-19 08:51:00;;;371 days 07:33:45.558462;4;1779;6;1779;4;977;0;1
Closed;Easy;16735;0;2;8;1;7;561;2020-11-11 07:12:47;2020-11-17 04:29:16;;;376 days 08:30:19.872120;1;0;0;0;0;0;1;1
Closed;Easy;16731;0;1;2;1;1;888;2020-11-10 16:57:50;2020-11-17 01:22:19;2020-11-17 01:22:19;361 days 14:43:12;376 days 22:45:19.138089;2;0;0;0;1;207;3;1
Closed;Easy;16730;0;0;0;0;0;529;2020-11-10 10:43:03;2020-11-11 06:18:08;;;377 days 05:00:08.678827;7;419;3;419;7;1224;1;0
Closed;Easy;16712;0;0;0;0;0;965;2020-11-05 20:05:20;2020-12-07 18:24:11;;;381 days 19:37:54.375232;4;622;5;622;3;243;3;0
Closed;Easy;16703;0;2;7;1;6;408;2020-11-04 12:43:13;2020-12-21 13:03:27;;;383 days 03:00:03.722379;2;0;0;0;0;0;4;1
Closed;Easy;16700;0;2;7;1;6;408;2020-11-04 04:30:44;2020-11-04 12:43:20;;;383 days 11:12:35.394172;1;0;0;0;0;0;3;1
Closed;Easy;16694;0;0;0;0;0;408;2020-11-03 13:14:33;2020-11-04 03:52:27;;;384 days 02:28:48.621277;3;0;0;0;1;131;3;0
Closed;Easy;16684;0;2;8;1;7;408;2020-11-02 09:49:06;2020-11-04 12:11:05;;;385 days 05:54:17.793281;4;0;0;0;3;632;1;2
Closed;Easy;16663;1;5;183;53;130;945;2020-10-30 13:06:32;2021-06-11 15:05:10;;;388 days 02:36:55.676204;21;906;8;906;20;5364;2;2
Closed;Easy;16630;57;41;1025;323;702;466;2020-10-24 23:39:35;2020-11-16 22:49:34;;;393 days 16:03:56.684764;6;3727;8;3727;4;623;2;16
Closed;Easy;16619;0;7;118;48;70;474;2020-10-23 20:41:50;2020-10-29 22:40:59;;;394 days 19:01:44.255359;10;256;3;256;10;4084;1;1
Closed;Easy;16617;8;9;85;0;85;872;2020-10-23 17:57:26;2021-03-04 19:40:58;2021-03-04 19:40:58;248 days 16:45:22;394 days 21:46:11.320667;8;1272;9;1272;8;1680;2;1
Closed;Easy;16597;0;2;37;0;37;909;2020-10-22 18:08:12;2020-10-29 23:56:03;2020-10-29 23:56:03;378 days 16:19:27;395 days 21:35:28.172619;5;788;5;788;5;940;3;1
Closed;Easy;16581;0;1;10;3;7;364;2020-10-20 23:34:55;2020-10-21 18:15:37;;;397 days 16:08:47.487970;2;0;0;0;1;157;3;1
Closed;Easy;16544;0;60;1122;480;642;540;2020-10-15 03:08:55;2020-10-15 22:16:02;2020-10-15 22:16:01;402 days 20:26:17;403 days 12:34:50.193706;1;0;0;0;1;117;1;2
Closed;Easy;16526;2;3;22;3;19;898;2020-10-13 16:24:00;2020-11-02 23:36:55;;;404 days 23:19:48.957016;4;1408;16;1408;4;2527;1;1
Closed;Easy;16505;1;2;7;1;6;983;2020-10-09 02:56:41;2020-10-13 15:28:34;;;409 days 12:47:11.098279;0;1698;10;1698;0;0;1;15
Closed;Easy;16490;0;0;0;0;0;655;2020-10-07 04:01:21;2020-10-09 01:59:36;;;411 days 11:42:33.148688;1;0;0;0;1;256;1;0
Closed;Easy;16481;32;12;376;50;326;616;2020-10-06 17:14:09;2020-10-07 03:44:04;;;411 days 22:29:47.396661;1;0;0;0;1;21;0;12
Closed;Easy;16472;0;2;16;0;16;497;2020-10-04 14:40:57;2020-10-30 00:29:26;;;414 days 01:03:01.882877;8;53;1;53;8;1259;1;1
Closed;Easy;16465;0;3;121;64;57;692;2020-10-02 20:31:53;2021-08-05 23:01:50;;;415 days 19:12:08.521832;7;0;0;0;7;3322;0;3
Closed;Easy;16385;0;1;1;0;1;117;2020-09-21 20:34:52;2020-09-21 22:26:29;2020-09-21 22:26:29;426 days 15:58:48;426 days 19:09:11.910181;1;0;0;0;1;25;1;1
Closed;Easy;16319;0;2;41;2;39;2648;2020-09-09 05:58:34;2020-10-19 19:06:14;2020-10-19 19:06:14;398 days 19:57:00;439 days 09:45:32.325604;8;0;0;0;7;716;3;1
Closed;Easy;16256;0;1;2;1;1;783;2020-09-01 09:22:11;2020-09-02 00:31:41;;;447 days 06:21:57.569259;2;0;0;0;1;684;3;1
Closed;Easy;16220;1;2;20;1;19;332;2020-08-28 06:50:23;2020-09-01 06:00:25;;;451 days 08:53:47.843882;3;0;0;0;3;507;1;1
Closed;Easy;16205;0;1;4;0;4;315;2020-08-26 15:11:00;2020-09-01 01:44:15;2020-09-01 01:44:15;447 days 09:26:48;453 days 00:33:13.753965;5;433;4;433;4;453;1;1
Closed;Easy;16200;1;2;20;1;19;250;2020-08-26 04:09:47;2020-08-26 13:45:55;;;453 days 11:34:28.998657;0;0;0;0;0;0;1;2
Closed;Easy;16182;0;1;2;1;1;465;2020-08-21 14:12:00;2020-08-26 19:30:12;;;458 days 01:32:18.617251;5;138;2;138;4;615;1;1
Closed;Easy;16165;15;8;174;3;171;1035;2020-08-19 15:16:15;2020-08-27 18:39:54;2020-08-27 18:39:54;447 days 18:46:48;460 days 00:28:06.880452;8;1683;9;1683;8;3626;1;2
Closed;Easy;16089;0;2;31;11;20;697;2020-08-10 17:53:53;2020-08-14 23:02:59;;;468 days 21:50:31.804096;9;1568;7;1568;9;1850;3;3
Closed;Easy;16088;0;2;36;11;25;960;2020-08-10 16:39:42;2020-08-10 17:27:08;;;468 days 23:04:45.087605;5;0;0;0;5;277;3;2
Closed;Easy;16085;0;1;2;1;1;423;2020-08-09 19:07:13;2020-08-09 23:47:57;2020-08-09 23:47:56;450 days 17:48:11;469 days 20:37:16.327018;3;0;0;0;3;191;1;1
Closed;Easy;16039;0;25;110;55;55;501;2020-08-05 10:03:15;2020-09-04 19:56:08;2020-09-04 19:56:08;443 days 22:03:03;474 days 05:41:17.262081;1;309;3;309;1;340;2;1
Closed;Easy;15969;0;1;8;4;4;420;2020-07-29 06:24:26;2021-09-06 20:04:45;;;481 days 09:20:08.750819;7;474;1;474;6;1476;4;1
Closed;Easy;15961;0;3;19;16;3;647;2020-07-28 20:57:59;2020-07-28 23:29:46;;;481 days 18:46:38.066956;4;0;0;0;3;503;4;1
Closed;Easy;15942;0;1;11;2;9;938;2020-07-27 18:43:17;2020-07-30 20:38:27;2020-07-30 20:38:27;475 days 16:48:15;482 days 21:01:22.375481;8;0;0;0;7;627;1;1
Closed;Easy;15934;0;11;209;45;164;621;2020-07-26 23:40:31;2020-07-27 18:02:18;2020-07-27 18:02:18;478 days 19:24:24;483 days 16:04:10.668217;1;0;0;0;1;45;1;10
Closed;Easy;15927;4;8;163;36;127;576;2020-07-26 01:25:20;2020-07-26 23:17:53;;;484 days 14:19:24.207254;3;184;1;184;3;188;1;8
Closed;Easy;15881;3;6;35;7;28;508;2020-07-22 18:40:47;2020-07-23 00:12:29;2020-07-23 00:12:29;483 days 13:14:13;487 days 21:03:59.599827;7;0;0;0;7;2634;1;5
Closed;Easy;15867;5;3;100;26;74;432;2020-07-21 22:13:42;2020-07-21 23:23:17;;;488 days 17:31:06.910364;1;0;0;0;1;115;1;2
Closed;Easy;15862;0;9;224;46;178;500;2020-07-21 08:05:19;2020-07-21 19:23:42;;;489 days 07:39:32.249437;2;0;0;0;2;171;1;23
Closed;Easy;15708;2;4;125;34;91;319;2020-07-07 13:07:59;2020-09-28 19:12:01;2020-09-28 19:12:01;419 days 21:00:23;503 days 02:36:57.298068;20;6438;26;6438;18;5334;2;2
Closed;Easy;15626;2;4;53;20;33;653;2020-06-30 19:21:41;2021-03-12 05:25:17;;;509 days 20:23:17.646595;3;0;0;0;2;256;2;1
Closed;Easy;15490;0;1;8;0;8;322;2020-06-20 19:24:53;2020-06-21 00:54:08;2020-06-21 00:54:07;509 days 08:42:22;519 days 20:20:08.133393;2;0;0;0;1;101;3;1
Closed;Easy;15434;0;1;8;0;8;650;2020-06-18 00:08:49;2020-06-19 03:19:09;2020-06-19 03:19:09;521 days 09:46:11;522 days 15:36:15.204985;2;488;2;488;1;34;2;1
Closed;Easy;15409;0;9;42;28;14;785;2020-06-16 16:58:29;2020-06-16 17:29:08;;;523 days 22:46:38.148873;2;0;0;0;1;111;4;1
Closed;Easy;15381;17;2;80;36;44;20;2020-06-15 07:26:48;2021-09-06 20:04:44;;;525 days 08:18:21.644871;6;0;0;0;5;1287;3;1
Closed;Easy;15366;7;2;21;2;19;34;2020-06-14 02:02:55;2020-06-15 07:21:05;;;526 days 13:42:16.881520;0;0;0;0;0;0;1;2
Closed;Easy;15262;3;1;14;2;12;303;2020-06-08 17:59:19;2020-09-18 23:46:05;;;531 days 21:45:55.200595;3;0;0;0;2;330;2;1
Closed;Easy;15249;1;13;233;110;123;1403;2020-06-07 15:53:54;2020-06-07 20:57:29;2020-06-07 20:57:29;421 days 04:46:03;532 days 23:51:22.708910;3;0;0;0;2;335;3;10
Closed;Easy;15066;0;1;2;1;1;574;2020-05-22 18:30:56;2020-05-27 21:17:38;;;548 days 21:14:23.442674;6;93;1;93;6;1135;1;3
Closed;Easy;15007;1;6;38;14;24;65;2020-05-17 18:30:33;2020-08-27 14:03:58;;;553 days 21:14:49.157168;2;1015;3;1015;1;257;2;6
Closed;Easy;14934;4;6;126;10;116;484;2020-05-11 07:32:26;2020-05-13 00:43:57;;;560 days 08:12:59.643110;4;572;3;572;2;2034;3;2
Closed;Easy;14700;0;8;742;11;731;1021;2020-04-22 13:05:44;2020-05-06 20:35:56;;;579 days 02:39:44.970148;3;1979;9;1979;3;699;1;3
Closed;Easy;14695;0;2;17;4;13;216;2020-04-22 03:14:47;2020-04-22 22:05:18;2020-04-22 22:05:18;578 days 20:37:00;579 days 12:30:44.792155;4;0;0;0;4;389;1;1
Closed;Easy;14585;8;10;178;0;178;744;2020-04-15 04:19:03;2020-05-11 07:29:43;;;586 days 11:26:31.639152;5;706;4;706;5;719;1;2
Closed;Easy;14584;2;5;53;10;43;610;2020-04-15 04:17:54;2020-05-27 04:45:45;2020-05-27 04:45:45;544 days 07:33:24;586 days 11:27:43.706153;7;1267;6;1267;7;745;1;1
Closed;Easy;14524;9;8;498;11;487;468;2020-04-09 17:29:26;2020-04-09 19:41:41;2020-04-09 19:41:41;590 days 09:46:37;591 days 22:16:14.160148;2;0;0;0;2;121;1;2
Closed;Easy;14477;0;1;8;4;4;608;2020-04-06 19:20:00;2020-04-12 22:02:57;2020-04-12 22:02:57;575 days 06:13:50;594 days 20:25:42.493929;2;0;0;0;2;254;1;1
Closed;Easy;14464;0;1;5;2;3;941;2020-04-05 16:13:35;2021-10-25 22:28:29;;;595 days 23:32:10.002930;9;0;0;0;8;1508;2;2
Closed;Easy;14444;0;2;8;1;7;821;2020-04-02 20:44:38;2020-04-03 00:40:51;;;598 days 19:01:09.291932;2;0;0;0;1;189;2;1
Closed;Easy;14440;0;3;13;6;7;276;2020-04-02 18:50:22;2020-04-03 18:41:19;2020-04-03 18:41:19;597 days 22:07:05;598 days 20:55:27.649926;4;0;0;0;3;658;2;1
Closed;Easy;14394;17;2;94;2;92;757;2020-03-29 11:22:01;2021-09-06 20:04:43;;;603 days 04:23:51.105921;6;0;0;0;4;866;3;1
Closed;Easy;14390;0;6;90;50;40;514;2020-03-28 18:39:32;2020-03-31 22:33:37;;;603 days 21:06:22.709979;1;852;4;852;1;395;2;1
Closed;Easy;14343;0;4;21;1;20;612;2020-03-26 07:38:49;2020-03-26 20:13:38;;;606 days 08:07:08.048391;1;0;0;0;1;499;1;1
Closed;Easy;14198;6;11;955;48;907;276;2020-03-14 12:44:36;2020-04-09 19:42:21;;;618 days 03:01:27.138757;22;6630;31;6630;20;8111;3;1
Closed;Easy;14154;4;12;156;5;151;1423;2020-03-09 12:23:36;2020-03-26 19:23:43;;;623 days 03:22:30.142760;6;443;4;443;5;971;3;1
