Situation;Nivel;Number;Imports;Changed_files;Changes;Deletion;Aditions;Size_body;Create_date;Closed_date;Merge_date;Diff_MergeLastModify;Diff_CreateNow;PR_comments;PR_size_comments;Review_comments;Review_size_comments;Issue_comments;Issue_size_comments;Qtd_labels;Commits
Closed;Easy;7897;0;2;37;1;36;12;2017-12-26 01:04:25;2017-12-31 13:09:48;2017-12-31 13:09:48;1413 days 07:56:25;1427 days 14:49:52.227596;7;2724;24;2724;7;554;0;1
Closed;Easy;7880;0;3;137;46;91;218;2017-12-23 17:51:54;2018-01-24 01:09:15;;;1429 days 22:02:25.521851;6;0;0;0;6;6298;0;2
Closed;Easy;7879;0;4;73;13;60;13;2017-12-23 15:42:19;2018-01-23 00:41:18;2018-01-23 00:41:18;1393 days 22:50:46;1430 days 00:12:03.248353;4;724;4;724;3;190;1;2
Closed;Easy;7869;6;4;50;8;42;360;2017-12-22 17:21:33;2020-05-06 00:54:27;;;1430 days 22:32:51.790065;17;0;0;0;15;4170;2;3
Closed;Easy;7866;0;3;12;0;12;249;2017-12-22 13:48:27;2018-02-06 11:13:45;;;1431 days 02:06:00.533015;7;566;4;566;6;865;1;1
Closed;Easy;7845;0;2;13;0;13;533;2017-12-20 13:33:17;2017-12-22 13:57:41;2017-12-22 13:57:40;1410 days 01:57:53;1433 days 02:21:13.443346;14;777;5;777;13;2123;0;1
Closed;Easy;7833;21;92;2079;897;1182;13;2017-12-18 20:20:55;2017-12-20 14:29:50;;;1434 days 19:33:39.118329;0;0;0;0;0;0;0;42
Closed;Easy;7802;0;20;827;489;338;1550;2017-12-16 20:43:11;2017-12-18 14:24:10;2017-12-18 14:24:10;711 days 00:07:15;1436 days 19:11:25.615703;3;0;0;0;2;183;0;5
Closed;Easy;7790;0;3;39;18;21;12;2017-12-15 21:29:22;2018-04-23 05:00:33;;;1437 days 18:25:16.967386;13;0;0;0;11;2469;2;2
Closed;Easy;7779;0;3;96;6;90;12;2017-12-14 21:18:05;2018-01-17 19:02:45;;;1438 days 18:36:36.431391;7;0;0;0;5;258;1;1
Closed;Easy;7772;289;316;27940;8881;19059;333;2017-12-14 16:57:14;2018-01-22 15:34:32;;;1438 days 22:57:36.810471;2;0;0;0;1;95;1;221
Closed;Easy;7760;0;3;38;4;34;11;2017-12-13 21:30:02;2017-12-14 12:48:11;2017-12-14 12:48:11;1294 days 05:45:13;1439 days 18:24:51.255314;8;0;0;0;7;2041;0;1
Closed;Easy;7754;0;1;31;1;30;196;2017-12-13 16:13:13;2018-01-23 04:59:10;;;1439 days 23:41:43.203404;6;420;5;420;4;777;1;1
Closed;Easy;7750;15;6;86;34;52;382;2017-12-13 01:43:10;2018-02-19 18:45:55;;;1440 days 14:11:49.178997;6;148;2;148;4;256;2;3
Closed;Easy;7731;0;6;61;1;60;11;2017-12-11 10:40:37;2017-12-15 19:23:25;2017-12-15 19:23:25;1404 days 17:26:27;1442 days 05:14:25.785179;15;77;2;77;14;2539;0;1
Closed;Easy;7730;0;2;8;3;5;159;2017-12-10 20:48:15;2017-12-20 12:08:47;2017-12-20 12:08:47;1391 days 05:36:40;1442 days 19:06:50.884541;19;133;3;133;16;2020;1;1
Closed;Easy;7727;0;1;54;0;54;292;2017-12-10 18:25:38;2018-01-25 00:03:47;;;1442 days 21:29:30.339321;12;0;0;0;11;2194;1;1
Closed;Easy;7726;0;1;2;1;1;152;2017-12-10 12:48:22;2017-12-10 14:00:15;2017-12-10 14:00:15;1409 days 22:49:37;1443 days 03:06:48.656056;2;0;0;0;1;34;0;1
Closed;Easy;7725;0;6;101;10;91;235;2017-12-10 06:33:05;2018-02-10 01:35:32;;;1443 days 09:22:08.132535;15;0;0;0;13;1849;2;2
Closed;Easy;7722;0;2;35;1;34;183;2017-12-09 21:40:25;2017-12-09 23:00:35;;;1443 days 18:14:50.482160;1;0;0;0;1;223;0;1
Closed;Easy;7715;0;2;24;0;24;245;2017-12-09 16:14:26;2018-01-25 02:47:24;;;1443 days 23:40:52.245749;10;510;3;510;9;1625;1;1
Closed;Easy;7709;0;1;5;2;3;55;2017-12-08 21:22:40;2017-12-12 15:55:51;2017-12-12 15:55:51;1440 days 20:25:19;1444 days 18:32:40.623545;3;0;0;0;3;518;0;1
Closed;Easy;7708;0;2;35;1;34;203;2017-12-08 19:39:35;2017-12-09 19:19:36;;;1444 days 20:15:48.113529;2;477;2;477;2;552;0;5
Closed;Easy;7696;0;3;87;4;83;204;2017-12-07 21:51:51;2018-02-12 23:02:05;;;1445 days 18:03:35.522997;9;1755;13;1755;8;2406;1;1
Closed;Easy;7644;0;8;614;69;545;508;2017-12-03 17:07:48;2018-02-12 23:40:12;;;1449 days 22:47:41.981624;10;1686;13;1686;10;2527;2;2
Closed;Easy;7643;0;3;145;1;144;449;2017-12-03 14:55:43;2017-12-13 00:35:39;2017-12-13 00:35:39;1440 days 15:06:06;1450 days 00:59:49.306926;2;0;0;0;2;79;0;1
Closed;Easy;7613;0;2;3;1;2;406;2017-12-01 16:52:40;2017-12-07 22:37:24;2017-12-07 22:37:24;1440 days 00:54:40;1451 days 23:02:54.588538;2;0;0;0;1;39;0;2
Closed;Easy;7548;0;1;2;1;1;256;2017-11-28 18:07:45;2017-11-28 18:57:51;2017-11-28 18:58:26;1449 days 04:33:38;1454 days 21:47:51.691400;2;0;0;0;1;36;0;1
Closed;Easy;7536;0;2;9;2;7;92;2017-11-27 20:33:50;2017-11-27 23:13:38;;;1455 days 19:21:49.237480;4;253;3;253;3;147;0;1
Closed;Easy;7483;0;3;38;4;34;11;2017-11-22 06:22:05;2017-11-23 23:54:03;;;1461 days 09:33:36.507582;4;0;0;0;3;660;0;1
Closed;Easy;7439;0;1;63;29;34;45;2017-11-18 05:22:48;2018-01-23 06:22:36;;;1465 days 10:32:55.746429;9;0;0;0;6;588;0;1
Closed;Easy;7408;0;14;60;18;42;869;2017-11-16 02:36:21;2017-11-17 19:42:37;;;1467 days 13:19:24.973267;4;0;0;0;3;1398;0;8
Closed;Easy;7291;0;3;9;0;9;13;2017-11-04 18:44:53;2017-11-07 20:27:20;;;1478 days 21:10:55.253418;5;0;0;0;5;1189;0;1
Closed;Easy;7281;2;18;165;21;144;152;2017-11-03 19:30:36;2017-11-10 19:20:52;;;1479 days 20:25:14.521526;13;0;0;0;12;5717;0;4
Closed;Easy;7279;0;4;22;3;19;610;2017-11-03 17:38:20;2017-11-11 00:56:41;;;1479 days 22:17:32.925946;2;3244;2;3244;2;802;0;1
Closed;Easy;7273;0;2;17;2;15;11;2017-11-02 21:03:09;2018-02-21 06:14:45;;;1480 days 18:52:46.502206;12;333;1;333;10;2237;1;1
Closed;Easy;7267;0;1;22;11;11;12;2017-11-02 17:21:44;2017-11-04 17:45:57;;;1480 days 22:34:13.789446;4;0;0;0;4;583;0;1
Closed;Easy;7264;17;2;49;3;46;506;2017-11-02 13:23:20;2018-03-16 20:37:27;;;1481 days 02:32:41.800065;10;867;10;867;10;818;1;1
Closed;Easy;7249;56;39;761;569;192;90;2017-10-31 20:40:35;2017-11-02 21:03:58;;;1482 days 19:15:29.697003;2;0;0;0;0;0;0;3
Closed;Easy;7246;0;4;27;25;2;289;2017-10-31 19:12:17;2018-02-19 18:15:13;;;1482 days 20:43:50.147663;16;0;0;0;16;4016;1;1
Closed;Easy;7236;0;2;10;5;5;324;2017-10-31 12:34:55;2017-10-31 15:59:28;;;1483 days 03:21:14.431490;2;0;0;0;1;133;0;1
Closed;Easy;7214;0;9;414;75;339;735;2017-10-29 13:42:23;2018-03-22 01:05:10;;;1485 days 02:13:49.944237;22;1152;12;1152;20;7073;3;2
Closed;Easy;7185;12;17;204;103;101;12;2017-10-27 07:11:32;2017-11-02 18:01:48;2017-11-02 18:01:48;1444 days 12:31:02;1487 days 08:44:43.554920;9;331;2;331;6;689;0;6
Closed;Easy;7183;0;4;20;2;18;11;2017-10-26 22:50:51;2018-03-02 04:57:31;;;1487 days 17:05:26.946431;9;0;0;0;8;1319;1;2
Closed;Easy;7147;2;12;150;3;147;436;2017-10-24 07:46:54;2019-07-10 00:04:27;;;1490 days 08:09:26.288390;7;0;0;0;5;799;2;1
Closed;Easy;7146;2;12;102;4;98;442;2017-10-24 06:16:36;2017-10-24 07:44:36;;;1490 days 09:39:46.420480;0;0;0;0;0;0;0;1
Closed;Easy;7129;0;1;18;7;11;83;2017-10-23 09:48:59;2018-01-14 06:42:45;;;1491 days 06:07:26.099292;3;1353;7;1353;2;329;1;3
Closed;Easy;7108;0;1;16;7;9;59;2017-10-20 18:11:43;2017-10-23 09:40:09;;;1493 days 21:44:44.456873;0;281;1;281;0;0;0;4
Closed;Easy;7094;0;1;7;1;6;377;2017-10-19 23:11:11;2017-10-28 00:11:46;;;1494 days 16:45:18.981792;3;1378;3;1378;3;367;0;2
Closed;Easy;7040;0;2;13;2;11;137;2017-10-17 14:46:14;2017-10-17 23:07:36;;;1497 days 01:10:18.635604;2;562;3;562;2;90;0;1
Closed;Easy;7029;0;3;55;22;33;142;2017-10-17 02:22:16;2017-11-16 22:35:07;;;1497 days 13:34:19.142793;3;388;1;388;2;369;0;3
Closed;Easy;6987;0;1;2;1;1;12;2017-10-13 16:23:03;2017-12-10 14:08:40;;;1500 days 23:33:34.485142;16;0;0;0;14;2439;1;1
Closed;Easy;6964;0;8;164;14;150;508;2017-10-11 23:53:41;2017-10-19 04:56:51;;;1502 days 16:02:59.092089;9;241;2;241;8;1209;0;3
Closed;Easy;6940;0;1;2;1;1;152;2017-10-11 12:46:49;2017-10-11 17:00:53;;;1503 days 03:09:53.232018;1;0;0;0;1;130;0;1
Closed;Easy;6931;25;18;523;24;499;904;2017-10-09 20:39:22;2017-10-27 20:09:05;;;1504 days 19:17:23.757113;6;1824;16;1824;4;2289;0;2
Closed;Easy;6930;0;1;15;9;6;399;2017-10-09 19:21:23;2018-04-03 00:47:06;;;1504 days 20:35:25.182497;7;0;0;0;6;622;1;1
Closed;Easy;6904;0;2;28;3;25;11;2017-10-07 10:35:57;2017-11-15 22:04:06;;;1507 days 05:20:54.132655;10;611;4;611;8;1586;0;1
Closed;Easy;6890;0;5;289;11;278;28;2017-10-06 08:47:29;2017-11-22 03:54:31;;;1508 days 07:09:24.691102;12;475;1;475;9;1949;0;4
Closed;Easy;6870;0;3;21;5;16;13;2017-10-05 14:53:32;2017-10-05 16:01:39;2017-10-05 16:02:26;965 days 01:52:58;1509 days 01:03:23.973608;1;0;0;0;1;39;0;2
Closed;Easy;6868;0;2;52;45;7;206;2017-10-05 14:33:30;2017-10-19 05:55:22;;;1509 days 01:23:28.215595;3;0;0;0;3;464;0;1
Closed;Easy;6850;0;5;40;4;36;105;2017-10-04 19:26:57;2017-10-11 23:24:51;;;1509 days 20:30:04.615221;4;1051;5;1051;3;234;0;3
Closed;Easy;6824;0;1;32;5;27;162;2017-10-03 01:26:24;2017-10-05 00:04:14;;;1511 days 14:30:41.099536;2;1920;13;1920;2;143;0;2
Closed;Easy;6813;0;5;20;3;17;402;2017-10-02 09:12:49;2018-02-16 20:34:45;;;1512 days 06:44:18.752895;3;283;3;283;2;87;1;5
Closed;Easy;6796;0;1;9;0;9;216;2017-09-30 17:27:09;2017-11-09 20:21:17;2017-11-09 20:21:17;1466 days 19:46:23;1513 days 22:30:01.229486;9;0;0;0;8;1623;0;1
Closed;Easy;6766;0;1;6;0;6;235;2017-09-29 08:14:04;2017-12-22 14:14:56;;;1515 days 07:43:09.571265;5;249;1;249;1;64;0;1
Closed;Easy;6734;7;6;82;6;76;41;2017-09-28 02:16:16;2017-10-12 03:48:38;;;1516 days 13:41:00.300016;11;78;1;78;10;2114;0;2
Closed;Easy;6728;0;1;13;5;8;20;2017-09-27 23:53:54;2017-09-28 17:04:59;;;1516 days 16:03:25.170727;3;49;1;49;3;841;0;1
Closed;Easy;6672;7;3;89;2;87;13;2017-09-25 22:04:43;2017-10-12 06:00:26;;;1518 days 17:52:39.059199;6;156;1;156;6;1168;0;2
Closed;Easy;6625;3;2;22;0;22;123;2017-09-22 10:35:49;2018-03-02 04:53:37;;;1522 days 05:21:35.388103;3;0;0;0;3;310;1;1
Closed;Easy;6623;68;14;48;29;19;12;2017-09-22 06:25:38;2017-09-22 11:57:24;;;1522 days 09:31:49.527253;3;263;4;263;3;528;0;1
Closed;Easy;6618;0;4;61;45;16;176;2017-09-21 17:59:24;2018-02-10 01:49:22;;;1522 days 21:58:06.861839;6;878;10;878;2;380;1;8
Closed;Easy;6611;5;4;36;29;7;665;2017-09-20 21:37:01;2017-09-26 21:11:07;;;1523 days 18:20:32.502483;8;575;2;575;7;2590;0;2
Closed;Easy;6608;0;1;35;5;30;791;2017-09-20 16:41:07;2017-09-22 12:10:38;;;1523 days 23:16:28.720102;3;0;0;0;3;599;0;1
Closed;Easy;6597;0;4;26;15;11;277;2017-09-20 00:39:27;2018-03-23 21:56:13;;;1524 days 15:18:11.420725;7;622;3;622;6;1086;1;3
Closed;Easy;6592;0;6;18;9;9;90;2017-09-19 15:18:24;2017-12-22 14:15:18;;;1525 days 00:39:17.363077;23;47;2;47;21;2369;0;1
Closed;Easy;6585;0;1;2;1;1;202;2017-09-18 21:45:22;2017-10-20 00:51:21;;;1525 days 18:12:21.711565;4;0;0;0;4;1538;0;1
Closed;Easy;6571;0;2;15;13;2;76;2017-09-16 23:00:00;2017-10-02 05:10:58;;;1527 days 16:57:46.069134;4;0;0;0;3;250;0;1
Closed;Easy;6568;0;1;6;0;6;333;2017-09-16 10:35:04;2017-10-19 05:00:14;;;1528 days 05:22:44.667908;8;478;1;478;6;844;0;1
Closed;Easy;6505;0;2;20;6;14;102;2017-09-13 17:28:39;2017-09-15 10:49:08;;;1530 days 22:29:12.783317;3;266;2;266;3;725;0;1
Closed;Easy;6501;8;2;28;3;25;418;2017-09-13 16:12:02;2017-09-25 12:56:05;2017-09-25 12:56:05;1509 days 19:51:34;1530 days 23:45:52.728917;7;579;5;579;5;596;0;1
Closed;Easy;6496;0;2;11;4;7;10;2017-09-13 12:11:21;2017-09-30 00:24:25;;;1531 days 03:46:36.709590;4;402;3;402;4;622;0;1
Closed;Easy;6492;4;19;340;41;299;469;2017-09-13 06:05:54;2018-04-23 04:54:07;;;1531 days 09:52:08.737348;39;4018;19;4018;31;10889;2;6
Closed;Easy;6485;6;1;50;23;27;94;2017-09-12 19:41:55;2020-05-08 20:26:07;;;1531 days 20:16:11.315795;7;0;0;0;4;2797;2;4
Closed;Easy;6462;0;1;10;0;10;10;2017-09-11 01:30:04;2018-02-09 04:32:44;;;1533 days 14:28:04.687686;5;0;0;0;2;356;1;4
Closed;Easy;6451;0;2;55;31;24;132;2017-09-10 07:18:00;2017-09-30 16:14:05;;;1534 days 08:40:11.473755;5;220;2;220;5;565;0;1
Closed;Easy;6446;0;0;0;0;0;132;2017-09-09 20:46:08;2017-09-10 06:59:53;;;1534 days 19:12:05.815901;1;23;1;23;1;31;0;0
Closed;Easy;6437;0;4;33;14;19;11;2017-09-08 17:19:26;2017-09-08 18:20:37;2017-09-08 18:20:37;1530 days 05:11:27;1535 days 22:38:50.279640;2;0;0;0;1;31;0;2
Closed;Easy;6425;0;1;5;0;5;195;2017-09-07 18:23:06;2017-09-08 18:30:58;2017-09-08 18:30:58;1530 days 05:01:06;1536 days 21:35:12.503702;2;0;0;0;1;166;0;1
Closed;Easy;6424;6;6;97;7;90;219;2017-09-07 17:45:16;2017-10-11 23:01:40;;;1536 days 22:13:05.152074;29;597;1;597;27;11975;0;2
Closed;Easy;6378;0;2;20;9;11;187;2017-09-02 05:32:02;2017-09-06 16:13:34;2017-09-06 16:13:34;1532 days 07:18:30;1542 days 10:26:22.269631;2;578;7;578;1;31;0;3
Closed;Easy;6350;0;7;28;7;21;31;2017-08-29 23:06:10;2017-09-15 15:04:12;;;1545 days 16:52:16.852703;1;0;0;0;1;98;0;2
Closed;Easy;6345;0;1;38;0;38;13;2017-08-29 19:25:22;2017-09-16 15:17:22;;;1545 days 20:33:07.193431;13;0;0;0;13;1680;0;1
Closed;Easy;6339;0;2;85;11;74;97;2017-08-29 15:13:59;2017-09-14 14:22:05;;;1546 days 00:44:32.666047;4;238;1;238;2;235;0;2
Closed;Easy;6335;0;1;1;0;1;326;2017-08-29 00:38:04;2017-08-29 03:37:33;;;1546 days 15:20:29.906985;4;0;0;0;3;347;0;1
Closed;Easy;6306;0;3;21;7;14;1220;2017-08-28 17:05:55;2017-08-28 22:44:38;;;1546 days 22:52:41.234959;5;0;0;0;4;1081;0;2
Closed;Easy;6302;2;2;13;1;12;101;2017-08-28 14:37:39;2017-09-25 22:44:06;;;1547 days 01:20:59.833435;9;858;4;858;7;2477;0;2
Closed;Easy;6257;4;5;103;14;89;40;2017-08-24 08:00:13;2017-08-25 07:17:01;;;1551 days 07:58:28.572696;7;156;4;156;6;716;0;4
Closed;Easy;6239;0;1;1;0;1;91;2017-08-23 17:25:19;2017-08-23 18:05:54;2017-08-23 18:05:53;1524 days 20:49:44;1551 days 22:33:25.040498;2;0;0;0;2;570;0;1
Closed;Easy;6230;5;3;9;7;2;289;2017-08-23 09:37:15;2017-08-23 17:00:22;2017-08-23 17:00:22;1515 days 13:32:28;1552 days 06:21:31.905797;2;0;0;0;1;49;0;1
Closed;Easy;6228;0;2;16;3;13;71;2017-08-23 07:19:37;2017-08-23 07:23:39;;;1552 days 08:39:13.122360;3;0;0;0;1;34;1;2
Closed;Easy;6208;0;5;112;12;100;295;2017-08-22 13:17:01;2017-08-23 20:44:09;;;1553 days 02:41:53.407532;5;1677;10;1677;4;491;0;1
Closed;Easy;6195;0;5;16;0;16;832;2017-08-20 01:29:34;2017-08-23 02:46:01;;;1555 days 14:29:22.715901;5;0;0;0;4;1438;0;1
Closed;Easy;6192;0;1;22;2;20;96;2017-08-19 14:13:24;2017-08-21 05:11:57;2017-08-21 05:11:57;1554 days 10:39:52;1556 days 01:45:34.907836;3;0;0;0;3;304;0;1
Closed;Easy;6173;0;13;685;280;405;149;2017-08-17 23:27:29;2017-08-29 00:22:34;;;1557 days 16:31:33.503238;12;668;7;668;10;3211;0;2
Closed;Easy;6152;0;11;106;46;60;317;2017-08-16 16:44:33;2021-02-05 18:49:44;;;1558 days 23:14:32.041420;14;0;0;0;12;2431;2;5
Closed;Easy;6008;0;7;231;66;165;188;2017-08-02 19:58:38;2017-10-11 19:15:43;;;1572 days 20:00:30.807127;20;1844;12;1844;18;3960;0;2
Closed;Easy;6001;0;4;22;0;22;12;2017-08-01 20:20:03;2017-12-16 22:10:56;;;1573 days 19:39:08.126762;7;0;0;0;6;1504;0;1
Closed;Easy;5977;0;15;60;30;30;284;2017-07-31 14:52:51;2017-08-24 00:13:41;;;1575 days 01:06:23.811359;12;1881;16;1881;10;4972;0;2
Closed;Easy;5972;0;2;43;4;39;637;2017-07-30 20:24:59;2017-07-31 19:42:38;2017-07-31 19:42:37;1030 days 22:12:47;1575 days 19:34:18.380818;1;442;3;442;0;0;0;2
Closed;Easy;5966;0;2;24;7;17;279;2017-07-29 19:40:06;2017-08-01 04:22:29;;;1576 days 20:19:13.753735;2;0;0;0;2;161;0;1
Closed;Easy;5952;0;3;12;2;10;116;2017-07-28 10:24:22;2017-07-31 16:37:48;;;1578 days 05:35:00.278632;4;177;2;177;3;319;0;1
Closed;Easy;5948;0;3;10;2;8;12;2017-07-28 04:31:54;2017-07-28 19:32:38;;;1578 days 11:27:30.906308;3;36;2;36;2;49;0;1
Closed;Easy;5926;0;11;28;0;28;802;2017-07-26 10:21:23;2017-10-12 04:48:28;;;1580 days 05:38:05.160751;23;178;3;178;22;6777;0;7
Closed;Easy;5910;0;2;8;0;8;193;2017-07-25 10:52:04;2017-07-26 16:09:12;2017-07-26 16:09:12;1562 days 01:25:27;1581 days 05:07:27.196875;2;1082;8;1082;2;154;0;1
Closed;Easy;5909;0;7;35;35;0;141;2017-07-25 10:25:30;2017-07-25 21:01:12;;;1581 days 05:34:03.486399;8;0;0;0;8;1299;0;1
Closed;Easy;5907;0;8;88;1;87;12;2017-07-25 06:05:50;2017-07-25 18:19:34;;;1581 days 09:53:46.051770;3;217;4;217;2;133;0;2
Closed;Easy;5893;0;2;16;1;15;180;2017-07-22 11:21:30;2017-08-16 04:16:49;;;1584 days 04:38:08.382607;18;0;0;0;17;4471;0;1
Closed;Easy;5881;0;3;33;17;16;510;2017-07-21 13:46:36;2017-07-26 01:12:24;;;1585 days 02:13:04.680883;6;0;0;0;6;484;0;2
Closed;Easy;5880;41;14;487;91;396;11;2017-07-21 07:01:08;2020-02-03 02:55:21;;;1585 days 08:58:39.286902;37;12628;43;12628;34;13051;3;13
Closed;Easy;5879;0;3;30;2;28;476;2017-07-21 05:20:48;2017-07-21 19:14:15;;;1585 days 10:39:01.527459;4;0;0;0;4;418;0;2
Closed;Easy;5862;0;5;95;33;62;283;2017-07-19 15:28:19;2017-08-02 15:51:32;;;1587 days 00:31:33.252680;21;109;1;109;19;6119;0;2
Closed;Easy;5822;0;2;73;0;73;123;2017-07-17 14:29:47;2017-07-28 01:08:38;;;1589 days 01:30:09.050536;6;6080;22;6080;6;846;0;1
Closed;Easy;5819;21;24;861;745;116;701;2017-07-17 06:10:24;2017-08-02 05:53:34;;;1589 days 09:49:34.873090;9;0;0;0;6;1917;0;22
Closed;Easy;5815;0;1;6;0;6;205;2017-07-16 21:38:44;2017-07-16 23:12:26;2017-07-16 23:12:26;1583 days 12:21:33;1589 days 18:21:17.564027;1;0;0;0;0;0;0;1
Closed;Easy;5801;0;1;24;3;21;12;2017-07-14 15:02:35;2017-07-18 23:04:04;;;1592 days 00:57:30.313823;3;2465;7;2465;3;247;0;1
Closed;Easy;5799;0;1;1;0;1;138;2017-07-14 13:04:34;2017-07-14 16:54:19;;;1592 days 02:55:33.970844;3;0;0;0;2;386;0;1
Closed;Easy;5765;0;3;16;6;10;125;2017-07-11 08:58:41;2017-07-17 18:52:39;;;1595 days 07:01:30.268822;9;292;2;292;9;1998;0;1
Closed;Easy;5755;0;5;110;54;56;100;2017-07-10 13:10:48;2017-07-16 23:23:22;;;1596 days 02:49:26.822139;3;0;0;0;2;452;1;5
Closed;Easy;5751;0;4;37;3;34;122;2017-07-10 09:51:29;2017-07-11 16:35:51;2017-07-11 16:35:51;1577 days 00:58:48;1596 days 06:08:48.422705;3;45;2;45;3;294;0;1
Closed;Easy;5750;0;10;45;7;38;419;2017-07-10 09:25:14;2017-07-10 18:53:12;;;1596 days 06:35:05.762374;3;0;0;0;3;411;0;2
Closed;Easy;5743;25;3;127;25;102;441;2017-07-09 19:47:58;2017-07-31 18:25:11;;;1596 days 20:12:24.899400;18;546;3;546;15;4375;0;4
Closed;Easy;5742;0;1;4;0;4;115;2017-07-09 15:26:18;2017-07-11 22:36:14;;;1597 days 00:34:07.611642;7;0;0;0;7;951;0;4
Closed;Easy;5741;0;0;0;0;0;122;2017-07-09 14:43:55;2017-07-09 15:21:36;;;1597 days 01:16:32.796557;3;0;0;0;2;283;0;0
Closed;Easy;5721;0;9;75;45;30;283;2017-07-07 11:59:13;2017-07-07 17:33:28;;;1599 days 04:01:17.184836;2;0;0;0;2;88;0;4
Closed;Easy;5713;0;2;4;2;2;12;2017-07-06 22:09:30;2017-07-07 03:13:30;2017-07-07 03:13:30;1494 days 23:11:41;1599 days 17:54:45.530038;3;0;0;0;2;134;0;1
Closed;Easy;5682;15;24;466;432;34;70;2017-07-05 09:04:06;2017-07-07 21:59:19;2017-07-07 21:59:19;1580 days 19:35:20;1601 days 07:00:13.342421;10;321;4;321;9;1940;0;23
Closed;Easy;5663;0;2;25;9;16;730;2017-07-03 12:34:03;2017-07-07 19:20:29;;;1603 days 03:30:18.834467;8;0;0;0;8;1180;0;1
Closed;Easy;5660;0;8;27;1;26;84;2017-07-03 02:33:30;2017-07-04 21:09:31;;;1603 days 13:30:54.923778;10;442;4;442;9;2812;0;1
Closed;Easy;5657;4;14;79;8;71;84;2017-07-02 20:44:39;2017-07-03 02:18:53;;;1603 days 19:19:48.374935;3;0;0;0;2;163;0;2
Closed;Easy;5628;0;3;95;3;92;577;2017-06-30 04:11:31;2017-07-03 15:05:19;2017-07-03 15:05:19;1582 days 23:29:00;1606 days 11:52:59.271034;8;744;4;744;7;1086;0;1
Closed;Easy;5618;0;1;10;0;10;12;2017-06-29 16:31:24;2017-07-04 22:48:49;;;1606 days 23:33:09.216931;5;581;4;581;5;2420;0;1
Closed;Easy;5592;0;15;1760;25;1735;144;2017-06-27 16:25:42;2017-09-25 18:58:57;;;1608 days 23:38:55.048522;14;2685;15;2685;11;6533;0;7
Closed;Easy;5585;0;1;14;0;14;11;2017-06-27 03:09:36;2017-06-27 23:55:57;2017-06-27 23:55:56;1582 days 05:14:13;1609 days 12:55:03.311962;2;0;0;0;2;152;0;1
Closed;Easy;5541;0;1;19;8;11;29;2017-06-23 20:10:02;2017-06-25 15:29:15;2017-06-25 15:29:15;1610 days 20:28:03;1612 days 19:54:39.590952;2;0;0;0;2;1886;0;1
Closed;Easy;5540;57;13;119;51;68;538;2017-06-23 19:54:27;2017-07-02 20:52:30;;;1612 days 20:10:18.653613;10;2934;17;2934;6;4792;2;2
Closed;Easy;5518;0;1;7;2;5;168;2017-06-22 13:53:50;2017-06-22 18:16:44;2017-06-22 18:16:44;1069 days 23:38:40;1614 days 02:10:58.011612;4;0;0;0;3;2019;0;2
Closed;Easy;5500;0;7;65;26;39;2020;2017-06-21 13:19:24;2017-07-07 21:55:15;;;1615 days 02:45:28.531614;18;4310;25;4310;16;4069;1;6
Closed;Easy;5495;0;19;1322;660;662;418;2017-06-21 07:25:59;2017-06-21 11:02:58;2017-06-21 11:02:58;1595 days 03:31:21;1615 days 08:38:55.935616;3;0;0;0;3;1650;0;19
Closed;Easy;5493;0;3;42;6;36;285;2017-06-21 00:31:13;2017-06-21 00:56:27;2017-06-21 00:56:27;1595 days 13:37:52;1615 days 15:33:44.279622;2;0;0;0;2;2235;0;1
Closed;Easy;5486;0;4;31;3;28;13;2017-06-20 18:57:36;2017-08-28 05:20:54;;;1615 days 21:07:25.528616;9;0;0;0;9;4202;1;5
Closed;Easy;5475;0;2;11;2;9;894;2017-06-20 04:34:36;2017-06-20 10:28:26;2017-06-20 10:28:26;1596 days 04:05:53;1616 days 11:30:28.977226;5;0;0;0;3;2137;0;3
Closed;Easy;5461;0;1;3;0;3;12;2017-06-19 11:04:53;2017-06-21 01:17:54;2017-06-21 01:17:54;1597 days 16:16:45;1617 days 05:00:17.899601;3;0;0;0;3;2158;0;1
Closed;Easy;5459;0;4;29;2;27;815;2017-06-19 08:18:58;2017-06-21 01:22:46;2017-06-21 01:22:46;1595 days 13:11:33;1617 days 07:46:15.624600;6;0;0;0;5;3896;0;3
Closed;Easy;5457;0;13;95;4;91;363;2017-06-19 02:12:31;2017-06-19 10:51:14;2017-06-19 10:51:14;1597 days 03:43:05;1617 days 13:52:45.118600;3;0;0;0;2;139;0;4
Closed;Easy;5452;5;2;29;1;28;231;2017-06-18 01:05:02;2017-06-22 23:17:14;2017-06-22 23:17:13;1536 days 07:30:20;1618 days 15:00:18.571612;14;2737;17;2737;12;6099;1;2
Closed;Easy;5450;0;11;86;49;37;562;2017-06-17 21:17:34;2017-06-19 10:40:20;2017-06-19 10:40:20;1617 days 05:11:29;1618 days 18:47:49.129620;2;174;1;174;2;71;0;36
Closed;Easy;5449;0;1;34;13;21;324;2017-06-17 20:25:03;2017-06-20 19:44:21;2017-06-20 19:44:21;1071 days 22:11:03;1618 days 19:40:22.559106;4;0;0;0;3;783;0;3
Closed;Easy;5435;0;1;2;1;1;220;2017-06-16 06:25:29;2017-06-20 12:35:08;2017-06-20 12:35:08;1589 days 16:35:01;1620 days 09:39:59.118223;4;0;0;0;3;353;0;1
